"CASE_NUMBER","PRIMARY/SUB","cluster_id","agent_id","EMPLOYER_STATE","employer_latitude","employer_longitude","AGENT_ATTORNEY_STATE","agent_latitude","agent_longitude","WORKSITE_STATE","worksite_latitude","worksite_longitude","JOB_TITLE","PRIMARY_CROP","NBR_WORKERS_REQUESTED","BASIC_NUMBER_OF_HOURS","BASIC_RATE_OF_PAY","BASIC_UNIT_OF_PAY","SUPERVISE_OTHER_EMP","EDUCATION_LEVEL","EMP_EXPERIENCE_REQD","EMP_EXP_NUM_MONTHS","OTHER_WORKSITE_LOCATION","ORGANIZATION_FLAG","worksite_latitude_adj","worksite_longitude_adj","labor_aggregator","joint_application"
"H-300-15348-835050","PRI","saul family partnership","national agricultural consultants","AR",34.9770353,-91.4951307,"NC",35.345802,-79.4170543,"AR",34.9770353,-91.4951307,"Fish Farm worker","Fish",12,40,10.18,"Hour","N","None","Y",3,"Y","Individual Employer",34.9770353,-91.4951307,"N",0
"H-300-15348-883709","PRI","wolfe brothers","snake river farmers association","ID",42.9896139,-116.09343,"ID",42.5585202,-113.763904,"ID",42.9896139,-116.09343,"Equipment/Farm/Irrigation worker","Hay and Straw",21,48,11.14,"Hour","N","None","Y",0,"Y","Individual Employer",42.9896139,-116.09343,"N",0
"H-300-15348-936111","PRI","gil king","snake river farmers association","ID",43.0534986,-116.3951104,"ID",42.5585202,-113.763904,"ID",43.0534986,-116.3951104,"General Farm/Irrigation/Livestock Worker","Hay and Straw",1,48,11.14,"Hour","N","None","Y",0,"N","Individual Employer",43.0534986,-116.3951104,"N",0
"H-300-15348-937110","PRI","giles and meyers farms","snake river farmers association","ID",42.5311224,-114.301272,"ID",42.5585202,-113.763904,"ID",42.5338019,-114.364756,"General Farm/Irrigation Worker","Alfalfa",8,48,11.14,"Hour","N","None","Y",0,"N","Individual Employer",42.5338019,-114.364756,"N",0
"H-300-15348-998353","PRI","dans honey co","wfds","MN",46.425516,-95.5572643,"MN",46.283015,-96.077558,"TX",30.6604815,-93.8926809,"Bee Keeper","Bees",1,48,10.35,"Hour","N","None","Y",3,"N","Individual Employer",30.6604815,-93.8926809,"N",0
"H-300-15349-008806","PRI","doguet turf farm","labor made easy","TX",30.0860459,-94.1018461,"OK",33.9984099,-96.7198974,"TX",30.047992,-94.3357433,"Farmworkers and Laborers, Crops","Sod",6,40,10.35,"Bi-Weekly","N","None","N",NA,"N","Individual Employer",30.047992,-94.3357433,"N",0
"H-300-15349-048772","PRI","robert j barnhill",NA,"AR",34.7414404,-91.862792,NA,NA,NA,"AR",34.7414404,-91.862792,"Farm worker","General Farmworker",6,40,10.18,"Hour","N","None","N",NA,"N","Individual Employer",34.7414404,-91.862792,"N",0
"H-300-15349-059427","PRI","southwind orchards","head honchos","MN",44.8897027,-93.3501222,"TX",29.4246002,-98.4951405,"MN",44.666655,-93.044911,"Farmwoker, Laborer, Crop","Apple Drops",7,40,12.02,"Hour","N","None","N",3,"N","Individual Employer",44.666655,-93.044911,"N",0
"H-300-15349-076081","PRI","adelsheim vineyard","snake river farmers association","OR",45.300347,-122.972751,"ID",42.5585202,-113.763904,"OR",45.300347,-122.972751,"Vineyard/Irrigation Worker","Vineyards",3,48,12.42,"Hour","N","None","Y",0,"N","Individual Employer",45.300347,-122.972751,"N",0
"H-300-15349-163907","PRI","battiato farms","head honchos","NJ",39.5717796,-75.4671423,"TX",29.4246002,-98.4951405,"NJ",39.5717796,-75.4671423,"Farmworker and Laborers, Crop","Fruits and Vegetables",20,40,11.66,"Hour","N","None","Y",1,"N","Individual Employer",39.5717796,-75.4671423,"N",0
"H-300-15349-204058","PRI","donzells flower and garden center","mas labor h2a","OH",41.083064,-81.518485,"VA",37.759808,-78.8707518,"OH",41.083064,-81.518485,"Nursery Worker","Nursery and Greenhouse Workers",3,40,12.07,"Hour","N","None","Y",3,"N","Individual Employer",41.083064,-81.518485,"N",0
"H-300-15349-218003","PRI","harold kuehne farms","snake river farmers association","OR",45.2942822,-123.176494,"ID",42.5585202,-113.763904,"OR",45.2942822,-123.176494,"General Farm/Harvest Worker","Grass",2,48,12.42,"Hour","N","None","Y",0,"N","Individual Employer",45.2942822,-123.176494,"N",0
"H-300-15349-234630","PRI","carl loewer farming co","agri placements international","AR",35.224533,-90.7867798,"OK",36.2689248,-98.4798009,"AR",35.224533,-90.7867798,"Farm Labor","Agricultural Equipment Operator",2,48,10.18,"Hour","N","None","Y",3,"N","Individual Employer",35.224533,-90.7867798,"N",0
"H-300-15349-242388","PRI","hebert farms","couch application service assistance","LA",30.5335302,-92.081509,"LA",30.6932528,-91.4342983,"LA",30.5335302,-92.081509,"General Farm Worker","Cattle",11,40,10.69,"Hour","N","None","Y",3,"Y","Individual Employer",30.5335302,-92.081509,"N",0
"H-300-15349-255318","PRI","denais farms","cajun visa company","LA",30.0031884,-92.2860146,"LA",39.9555992,-74.8310498,"LA",30.0031884,-92.2860146,"Farmworkers","Beans",2,35,10.18,"Hour","N","None","N",NA,"N","Individual Employer",30.0031884,-92.2860146,"N",0
"H-300-15349-296226","PRI","century ag","snake river farmers association","ID",43.63131,-111.773593,"ID",42.5585202,-113.763904,"ID",43.190039,-112.348357,"Farm/Irrigation/Livestock Worker","Potatoes",7,66,11.14,"Hour","N","None","Y",0,"Y","Individual Employer",43.190039,-112.348357,"N",0
"H-300-15349-340885","PRI","selby honey","agri placements international","MS",30.8401495,-89.5342315,"OK",36.2689248,-98.4798009,"MS",30.8401495,-89.5342315,"Farm Labor","Bees",6,48,10.18,"Hour","N","None","Y",3,"N","Individual Employer",30.8401495,-89.5342315,"N",0
"H-300-15349-382290","PRI","jose magallon",NA,"CA",33.9749136,-118.0338664,NA,NA,NA,"CA",33.9749136,-118.0338664,"Farmworkers and Laborers","Strawberries",16,35,11.89,"Hour","N","None","N",NA,"N","Individual Employer",33.9749136,-118.0338664,"N",0
"H-300-15349-386484","PRI","noo sun dairy",NA,"UT",41.5498576,-112.110716,NA,NA,NA,"UT",41.5498576,-112.110716,"FARMWORKER/CROP LABORER","Alfalfa",4,40,11.37,"Hour","N","None","Y",3,"N","Individual Employer",41.5498576,-112.110716,"N",0
"H-300-15349-407405","PRI","triple r farms","snake river farmers association","ID",43.883246,-111.606348,"ID",42.5585202,-113.763904,"ID",43.8144799,-111.160207,"General Farm/Irrigation Worker","Potatoes",3,48,11.14,"Hour","N","None","Y",0,"Y","Individual Employer",43.8144799,-111.160207,"N",0
"H-300-15349-429578","PRI","jt robinson shearing","mountain plains ag service","UT",37.6774238,-113.061827,"WY",42.8501191,-106.325138,"UT",37.6774238,-113.061827,"Sheep Shearer","Sheep",8,48,2.25,"Select Pay Range","N","None","Y",6,"Y","H-2A Labor Contractor or Job Contractor",37.6774238,-113.061827,"N",0
"H-300-15349-475010","PRI","barret r olivier","couch application service assistance","LA",30.5335302,-92.081509,"LA",30.6932528,-91.4342983,"LA",30.5335302,-92.081509,"General Farm Worker","Crawfish",7,40,10.18,"Hour","N","None","Y",3,"Y","Individual Employer",30.5335302,-92.081509,"N",0
"H-300-15349-488370","PRI","shore acres plant farm","usa works","AL",30.5463684,-88.2023936859469,"GA",30.6828653,-83.1798644,"AL",30.5463684,-88.2023936859469,"Nursery Workers","Nursery and Greenhouse Workers",15,40,10,"Hour","N","None","Y",1,"N","Individual Employer",30.5463684,-88.2023936859469,"N",0
"H-300-15349-501165","PRI","ls carson mink ranch","snake river farmers association","UT",40.0443989,-111.7321518,"ID",42.5585202,-113.763904,"UT",40.0443989,-111.7321518,"Mink/Farm/Irrigation Worker","Minks",12,40,11.27,"Hour","N","None","Y",0,"Y","Individual Employer",40.0443989,-111.7321518,"N",0
"H-300-15349-507386","PRI","white river ranch","high country agricultural services","CO",40.0374733,-107.913129,"CO",40.5152491,-107.5464541,"CO",40.0374733,-107.913129,"General Ranch Worker","Cattle",2,48,11.37,"Hour","N","None","Y",3,"N","Individual Employer",40.0374733,-107.913129,"N",0
"H-300-15349-528471","PRI","herrera farming co","cross gunter witherspoon galchus pc","AR",34.3188565,-91.8459762,"AR",34.7465071,-92.2896267,"AR",34.3188565,-91.8459762,"Crop Farmworker and Laborer","Agricultural Equipment Operator",7,45,10.38,"Hour","N","None","Y",3,"N","Individual Employer",34.3188565,-91.8459762,"N",0
"H-300-15349-530614","PRI","hartland","agriculture workforce management association","KY",37.1092162,-87.8819595,"KY",38.0464066,-84.4970393,"KY",37.1092162,-87.8819595,"FARM WORKERS AND LABORERS, CROP","Tobacco",9,40,10.28,"Hour","N","None","Y",3,"Y","Association - Filing as Agent (H-2A Only)",37.1092162,-87.8819595,"N",0
"H-300-15349-534592","PRI","mile high sod farm","snake river farmers association","CO",39.7392364,-104.984862,"ID",42.5585202,-113.763904,"CO",40.1674816,-104.372176,"Sod/Irrigation Worker","Sod",4,48,11.37,"Hour","N","None","Y",3,"N","Individual Employer",40.1674816,-104.372176,"N",0
"H-300-15349-611409","PRI","five s farms","cajun visa company","LA",30.6901838,-92.2774771,"LA",39.9555992,-74.8310498,"LA",30.6901838,-92.2774771,"Farmworker","Rice",7,35,10.18,"Hour","N","None","N",NA,"N","Individual Employer",30.6901838,-92.2774771,"N",0
"H-300-15349-631010","PRI","welding testing lab","cajun visa company","MS",31.701277,-90.3975928,"LA",39.9555992,-74.8310498,"MS",31.701277,-90.3975928,"Farmworker","Grains",6,35,10.18,"Hour","N","None","N",NA,"N","Individual Employer",31.701277,-90.3975928,"N",0
"H-300-15349-695104","PRI","lee childress farms","agriculture workforce management association","MS",30.9251869,-88.5900235,"KY",38.0464066,-84.4970393,"MS",30.9251869,-88.5900235,"FARM WORKERS abd LABORERS, CROP","General Farmworker",20,40,10.18,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",30.9251869,-88.5900235,"N",0
"H-300-15349-747803","PRI","luckette farms","cajun visa company","LA",30.6937955,-90.9781585,"LA",39.9555992,-74.8310498,"LA",30.6937955,-90.9781585,"Farmworkers and Laborers, Crop","Vegetables",6,35,10.18,"Hour","N","None","N",NA,"Y","Individual Employer",30.6937955,-90.9781585,"N",0
"H-300-15349-750251","PRI","hebert farms","couch application service assistance","LA",30.5335302,-92.081509,"LA",30.6932528,-91.4342983,"LA",30.5335302,-92.081509,"General Farm Worker","Crawfish",1,40,10.18,"Hour","N","None","Y",3,"Y","Individual Employer",30.5335302,-92.081509,"N",0
"H-300-15349-777504","PRI","larry doll farm","agri placements international","ND",46.8452588,-101.4083588,"OK",36.2689248,-98.4798009,"ND",46.8452588,-101.4083588,"Farm Labor","Cattle",1,48,14,"Hour","N","None","Y",3,"N","Individual Employer",46.8452588,-101.4083588,"N",0
"H-300-15349-790608","PRI","lagniappe planting co","placement services global","MS",32.9740155,-90.8245437,"MO",39.6119958,-94.5978072,"MS",32.9740155,-90.8245437,"Farmworker","Corn",3,48,10.18,"Hour","N","None","Y",3,"N","Individual Employer",32.9740155,-90.8245437,"N",0
"H-300-15349-812146","PRI","galen scheresky farms","agri placements international","ND",47.821114,-101.29877,"OK",36.2689248,-98.4798009,"ND",47.821114,-101.29877,"Farm Labor","Agricultural Equipment Operator",8,48,13.59,"Hour","N","None","Y",3,"N","Individual Employer",47.821114,-101.29877,"N",0
"H-300-15349-840834","PRI","basse orchard and ranch","head honchos","TX",30.2711286,-97.7436995,"TX",29.4246002,-98.4951405,"TX",30.2752011,-98.8719843,"Farmworkers and Laborers, Crop","Trees",5,42,11.15,"Hour","N","None","Y",1,"N","Individual Employer",30.2752011,-98.8719843,"N",0
"H-300-15349-866324","PRI","david habetz farms","couch application service assistance","LA",30.512699,-93.2323813,"LA",30.6932528,-91.4342983,"LA",30.512699,-93.2323813,"General Farm Worker","Crawfish",3,40,10.18,"Hour","N","None","Y",3,"Y","Individual Employer",30.512699,-93.2323813,"N",0
"H-300-15349-912106","PRI","roland s montemayor","action visa assistance","CA",35.3738712,-119.019463,"TX",33.0151561,-96.5388038,"CA",35.3738712,-119.019463,"SHEEP SHEARER","Sheep",9,35,1.5,"Select Pay Range","N","None","Y",6,"Y","H-2A Labor Contractor or Job Contractor",35.3738712,-119.019463,"N",0
"H-300-15349-942879","PRI","manor view farm",NA,"MD",39.5787164,-76.6155252,NA,NA,NA,"MD",39.5787164,-76.6155252,"Agricultural Workers, All Others","Strawberries",3,39,11.54,"Hour","N","None","Y",3,"N","Individual Employer",39.5787164,-76.6155252,"N",0
"H-300-15349-944042","PRI","julius charles blahut","usa works","LA",30.5043572,-90.6692606,"GA",30.6828653,-83.1798644,"LA",30.5043572,-90.6692606,"Farm Workers","Strawberries",1,40,10.18,"Hour","N","None","N",NA,"N","Individual Employer",30.5043572,-90.6692606,"N",0
"H-300-15349-954430","PRI","kenneth olivier farms","couch application service assistance","LA",30.3976485,-91.9316052,"LA",30.6932528,-91.4342983,"LA",30.3976485,-91.9316052,"General Farm Worker","Crawfish",4,40,10.18,"Hour","N","None","Y",3,"Y","Individual Employer",30.3976485,-91.9316052,"N",0
"H-300-15349-970263","PRI","southern vermont orchards","lake home business services","VT",43.0125713,-73.1473048,"VT",43.80366,-73.2976289,"VT",43.0125713,-73.1473048,"Farmworkers and Laborers, Crop","Berries",15,48,11.26,"Hour","Y","None","Y",1,"N","Individual Employer",43.0125713,-73.1473048,"N",0
"H-300-15349-970707","PRI","woodfords nursery and tree farm","ky famers aid","TN",36.3019461,-88.3258578,"KY",36.6103334,-88.314761,"TN",36.3019461,-88.3258578,"Farm Worker/ Laborer","Nursery and Greenhouse Workers",4,40,10.85,"Hour","N","None","Y",3,"Y","Individual Employer",36.3019461,-88.3258578,"N",0
"H-300-15350-020429","PRI","volk honey","agri placements international","ND",48.23251,-101.296273,"OK",36.2689248,-98.4798009,"CA",37.1229997,-120.2601754,"Farm Labor","Bees",2,48,12,"Hour","N","None","Y",3,"N","Individual Employer",37.1229997,-120.2601754,"N",0
"H-300-15350-040823","PRI","wilsons cedar point farms","agriculture workforce management association","KY",37.0716278,-84.7479687,"KY",38.0464066,-84.4970393,"KY",37.0716278,-84.7479687,"FARM WORKERS & LABORERS, CROP","Tobacco",6,40,10.28,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",37.0716278,-84.7479687,"N",0
"H-300-15350-058829","PRI","barrys ground cover","mas labor h2a","PA",40.6682605,-79.011747,"VA",37.759808,-78.8707518,"PA",40.6682605,-79.011747,"Nursery Worker","Nursery and Greenhouse Workers",8,35,11.29,"Hour","N","None","Y",3,"N","Individual Employer",40.6682605,-79.011747,"N",0
"H-300-15350-060079","PRI","walnut grove farms partnership","agriculture workforce management association","KY",36.6673452,-86.8526657,"KY",38.0464066,-84.4970393,"KY",36.6673452,-86.8526657,"FARM WORKERS & LABORERS, CROP","General Farmworker",2,40,10.28,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",36.6673452,-86.8526657,"N",0
"H-300-15350-104638","PRI","james sanders nursery","ky famers aid","KY",37.0833893,-88.6000478,"KY",36.6103334,-88.314761,"KY",37.0833893,-88.6000478,"FARMWORKER/LABORER","Nursery and Greenhouse Workers",12,40,10.28,"Hour","N","None","Y",3,"N","Individual Employer",37.0833893,-88.6000478,"N",0
"H-300-15350-166772","PRI","mile high ranch","agri placements international","CO",40.3671955,-107.6131216,"OK",36.2689248,-98.4798009,"CO",40.3671955,-107.6131216,"Farm Labor","Cattle",5,48,11.37,"Hour","N","None","Y",3,"N","Individual Employer",40.3671955,-107.6131216,"N",0
"H-300-15350-175694","PRI","coastal farm labor services","malitzlaw","CA",34.1976308,-119.180381,"CA",32.7166921,-117.169295,"CA",34.2847642,-118.877891,"FIELD WORKER (LEMONS, ORANGES AND AVOCADOS AND GEN LAB","Lemons",30,40,11.89,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",34.2847642,-118.877891,"N",0
"H-300-15350-193491","PRI","orchard dale fruit company",NA,"NY",43.3167135,-78.2520383,NA,NA,NA,"NY",43.3167135,-78.2520383,"Farmworkers and Laborers Crops","Apples",10,40,11.26,"Hour","N","None","Y",1,"N","Individual Employer",43.3167135,-78.2520383,"N",0
"H-300-15350-199098","PRI","rem of shaw","agri placements international","MS",33.6023471,-90.7712419,"OK",36.2689248,-98.4798009,"MS",33.6023471,-90.7712419,"Farm Labor","Corn",6,48,10.18,"Hour","N","None","Y",3,"N","Individual Employer",33.6023471,-90.7712419,"N",0
"H-300-15350-259206","PRI","frank howey family farms","usa farm labor","NC",34.9854275,-80.5495112,"NC",35.4887476,-82.9888725,"NC",34.9854275,-80.5495112,"Ag Equipment Operator","Agricultural Equipment Operator",10,48,10.72,"Hour","N","None","Y",3,"N","Individual Employer",34.9854275,-80.5495112,"N",0
"H-300-15350-280164","PRI","thompson farms","national agricultural consultants","MS",30.9251869,-88.5900235,"NC",35.345802,-79.4170543,"MS",30.9251869,-88.5900235,"Nursery worker","Hay and Straw",12,40,10.18,"Hour","N","None","Y",3,"N","Individual Employer",30.9251869,-88.5900235,"N",0
"H-300-15350-314789","PRI","steven heger","southern impact","ND",47.456386,-101.137096,"OK",36.1563122,-95.9927516,"ND",47.456386,-101.137096,"Farm Worker","Wheat",3,45,13.59,"Hour","N","None","Y",3,"N","Individual Employer",47.456386,-101.137096,"N",0
"H-300-15350-314801","PRI","kings tree farm","amigos ag solutions","MD",39.6028444,-76.8534845,"TX",32.7762719,-96.7968559,"MD",39.6028444,-76.8534845,"Farm Laborer","General Farmworker",7,40,11.29,"Hour","N","None","Y",3,"N","Individual Employer",39.6028444,-76.8534845,"N",0
"H-300-15350-389178","PRI","north carolina growers association  ncga",NA,"NC",35.2562684,-79.2822491,NA,NA,NA,"NC",35.2562684,-79.2822491,"Farmworker; Christmas Tree","Pumpkins",134,40,10.32,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.2562684,-79.2822491,"Y",0
"H-300-15350-389178","SUB","elk river evergreens","north carolina growers association  ncga","NC",36.1584895,-81.9816488,"NC",35.2562684,-79.2822491,"NC",35.2562684,-79.2822491,"Farmworker; Christmas Tree","Pumpkins",1,40,10.32,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.1584895,-81.9816488,"N",1
"H-300-15350-389178","SUB","carolina fraser fir company","north carolina growers association  ncga","VA",36.5895679,-81.3364889,"NC",35.2562684,-79.2822491,"NC",35.2562684,-79.2822491,"Farmworker; Christmas Tree","Pumpkins",1,40,10.32,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.5895679,-81.3364889,"N",1
"H-300-15350-389178","SUB","cline church nuresry","north carolina growers association  ncga","NC",36.3062384,-81.5134378,"NC",35.2562684,-79.2822491,"NC",35.2562684,-79.2822491,"Farmworker; Christmas Tree","Pumpkins",12,40,10.32,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.3062384,-81.5134378,"N",1
"H-300-15350-389178","SUB","bottomley evergreens and farms","north carolina growers association  ncga","NC",36.5534632,-80.9959127,"NC",35.2562684,-79.2822491,"NC",35.2562684,-79.2822491,"Farmworker; Christmas Tree","Pumpkins",88,40,10.32,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.5534632,-80.9959127,"N",1
"H-300-15350-389178","SUB","roger critcher","north carolina growers association  ncga","NC",35.3413693,-83.1194213,"NC",35.2562684,-79.2822491,"NC",35.2562684,-79.2822491,"Farmworker; Christmas Tree","Pumpkins",6,40,10.32,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.3413693,-83.1194213,"N",1
"H-300-15350-389178","SUB","cranberry tree services","north carolina growers association  ncga","NC",36.4125434,-81.2637157,"NC",35.2562684,-79.2822491,"NC",35.2562684,-79.2822491,"Farmworker; Christmas Tree","Pumpkins",5,40,10.32,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.4125434,-81.2637157,"N",1
"H-300-15350-389178","SUB","barr evergreens of north carolina","north carolina growers association  ncga","NC",36.5040137,-81.3942675,"NC",35.2562684,-79.2822491,"NC",35.2562684,-79.2822491,"Farmworker; Christmas Tree","Pumpkins",14,40,10.32,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.5040137,-81.3942675,"N",1
